var,geo,group,t,n
regout,COL,Panama,2024 Jan,17542
regout,COL,Dominican Republic,2024 Jan,9814
regout,COL,Bolivarian Republic of Venezuela,2024 Jan,44715
regout,COL,Asia,2024 Feb,7146
regout,COL,Europe,2024 Feb,64440
regout,COL,Africa,2024 Feb,526
regout,COL,Other Americas,2024 Feb,63847
regout,COL,Argentina,2024 Feb,10038
regout,COL,Oceania,2024 Feb,1540
regout,COL,Brazil,2024 Feb,13991
regout,COL,Canada,2024 Feb,12464
regout,COL,Cuba,2024 Feb,415
regout,COL,Unknown,2024 Feb,154
regout,COL,Ecuador,2024 Feb,25803
regout,COL,El Salvador,2024 Feb,2220
regout,COL,United States,2024 Feb,98987
regout,COL,Guatemala,2024 Feb,3752
regout,COL,Haiti,2024 Feb,48
regout,COL,Honduras,2024 Feb,2533
regout,COL,Mexico,2024 Feb,26010
regout,COL,Nicaragua,2024 Feb,428
regout,COL,Panama,2024 Feb,19083
regout,COL,Dominican Republic,2024 Feb,8566
regout,COL,Bolivarian Republic of Venezuela,2024 Feb,36802
regout,COL,Europe,2024 Mar,65939
regout,COL,Africa,2024 Mar,519
regout,COL,Other Americas,2024 Mar,53511
regout,COL,Asia,2024 Mar,8628
regout,COL,Argentina,2024 Mar,10384
regout,COL,Oceania,2024 Mar,1444
regout,COL,Brazil,2024 Mar,14539
regout,COL,Canada,2024 Mar,12949
regout,COL,Cuba,2024 Mar,579
regout,COL,Unknown,2024 Mar,245
regout,COL,Ecuador,2024 Mar,30179
regout,COL,El Salvador,2024 Mar,3258
regout,COL,United States,2024 Mar,110087
regout,COL,Guatemala,2024 Mar,3914
regout,COL,Haiti,2024 Mar,55
regout,COL,Honduras,2024 Mar,3247
regout,COL,Mexico,2024 Mar,29058
regout,COL,Nicaragua,2024 Mar,433
regout,COL,Panama,2024 Mar,13447
regout,COL,Dominican Republic,2024 Mar,11220
regout,COL,Bolivarian Republic of Venezuela,2024 Mar,35379
regout,COL,Europe,2024 Apr,55398
regout,COL,Other Americas,2024 Apr,46906
regout,COL,Asia,2024 Apr,6844
regout,COL,Africa,2024 Apr,439
regout,COL,Argentina,2024 Apr,9097
regout,COL,Oceania,2024 Apr,1677
regout,COL,Brazil,2024 Apr,15249
regout,COL,Canada,2024 Apr,9481
regout,COL,Cuba,2024 Apr,581
regout,COL,Unknown,2024 Apr,170
regout,COL,Ecuador,2024 Apr,29328
regout,COL,El Salvador,2024 Apr,2637
regout,COL,United States,2024 Apr,98564
regout,COL,Guatemala,2024 Apr,4381
regout,COL,Haiti,2024 Apr,58
regout,COL,Honduras,2024 Apr,3143
regout,COL,Mexico,2024 Apr,29882
regout,COL,Nicaragua,2024 Apr,421
regout,COL,Panama,2024 Apr,12273
regout,COL,Dominican Republic,2024 Apr,11314
regout,COL,Bolivarian Republic of Venezuela,2024 Apr,33261
regout,COL,Asia,2024 May,8033
regout,COL,Europe,2024 May,46277
regout,COL,Africa,2024 May,464
regout,COL,Other Americas,2024 May,47536
regout,COL,Argentina,2024 May,7125
regout,COL,Oceania,2024 May,1478
regout,COL,Brazil,2024 May,12489
regout,COL,Canada,2024 May,7447
regout,COL,Cuba,2024 May,520
regout,COL,Unknown,2024 May,184
regout,COL,Ecuador,2024 May,28206
regout,COL,El Salvador,2024 May,2518
regout,COL,United States,2024 May,95652
regout,COL,Guatemala,2024 May,5259
regout,COL,Haiti,2024 May,49
regout,COL,Honduras,2024 May,3277
regout,COL,Mexico,2024 May,29247
regout,COL,Nicaragua,2024 May,493
regout,COL,Panama,2024 May,11096
regout,COL,Dominican Republic,2024 May,8986
regout,COL,Bolivarian Republic of Venezuela,2024 May,33541
regout,COL,Asia,2024 Jun,8106
regout,COL,Europe,2024 Jun,40928
regout,COL,Africa,2024 Jun,524
regout,COL,Other Americas,2024 Jun,47995
regout,COL,Argentina,2024 Jun,9080
regout,COL,Oceania,2024 Jun,1323
regout,COL,Brazil,2024 Jun,13401
regout,COL,Canada,2024 Jun,5406
regout,COL,Cuba,2024 Jun,565
regout,COL,Unknown,2024 Jun,171
regout,COL,Ecuador,2024 Jun,22566
regout,COL,El Salvador,2024 Jun,2523
regout,COL,United States,2024 Jun,103463
regout,COL,Guatemala,2024 Jun,6646
regout,COL,Haiti,2024 Jun,54
regout,COL,Honduras,2024 Jun,3082
regout,COL,Mexico,2024 Jun,29846
regout,COL,Nicaragua,2024 Jun,486
regout,COL,Panama,2024 Jun,16089
regout,COL,Dominican Republic,2024 Jun,9972
regout,COL,Bolivarian Republic of Venezuela,2024 Jun,32565
regout,COL,Asia,2024 Jul,7345
regout,COL,Europe,2024 Jul,50176
regout,COL,Africa,2024 Jul,411
regout,COL,Other Americas,2024 Jul,57972
regout,COL,Argentina,2024 Jul,10934
regout,COL,Oceania,2024 Jul,1489
regout,COL,Brazil,2024 Jul,13874
regout,COL,Canada,2024 Jul,6183
regout,COL,Cuba,2024 Jul,530
regout,COL,Unknown,2024 Jul,143
regout,COL,Ecuador,2024 Jul,30019
regout,COL,El Salvador,2024 Jul,2693
regout,COL,United States,2024 Jul,120739
regout,COL,Guatemala,2024 Jul,5219
regout,COL,Haiti,2024 Jul,81
regout,COL,Honduras,2024 Jul,4414
regout,COL,Mexico,2024 Jul,36072
regout,COL,Nicaragua,2024 Jul,547
regout,COL,Panama,2024 Jul,13822
regout,COL,Dominican Republic,2024 Jul,14626
regout,COL,Bolivarian Republic of Venezuela,2024 Jul,35199
regout,COL,Europe,2024 Aug,82589
regout,COL,Africa,2024 Aug,535
regout,COL,Other Americas,2024 Aug,58943
regout,COL,Asia,2024 Aug,7928
regout,COL,Argentina,2024 Aug,9510
regout,COL,Oceania,2024 Aug,1689
regout,COL,Brazil,2024 Aug,12624
regout,COL,Canada,2024 Aug,7365
regout,COL,Cuba,2024 Aug,695
regout,COL,Unknown,2024 Aug,137
regout,COL,Ecuador,2024 Aug,39123
regout,COL,El Salvador,2024 Aug,4355
regout,COL,United States,2024 Aug,115973
regout,COL,Guatemala,2024 Aug,4993
regout,COL,Haiti,2024 Aug,73
regout,COL,Honduras,2024 Aug,3761
regout,COL,Mexico,2024 Aug,41479
regout,COL,Nicaragua,2024 Aug,514
regout,COL,Panama,2024 Aug,13225
regout,COL,Dominican Republic,2024 Aug,15554
regout,COL,Bolivarian Republic of Venezuela,2024 Aug,55533
regout,COL,Asia,2024 Sep,8236
regout,COL,Europe,2024 Sep,51347
regout,COL,Africa,2024 Sep,753
regout,COL,Other Americas,2024 Sep,53692
regout,COL,Argentina,2024 Sep,9824
regout,COL,Oceania,2024 Sep,1721
regout,COL,Brazil,2024 Sep,12272
regout,COL,Canada,2024 Sep,5865
regout,COL,Cuba,2024 Sep,649
regout,COL,Unknown,2024 Sep,203
regout,COL,Ecuador,2024 Sep,28721
regout,COL,El Salvador,2024 Sep,3595
regout,COL,United States,2024 Sep,88522
regout,COL,Guatemala,2024 Sep,6002
regout,COL,Haiti,2024 Sep,59
regout,COL,Honduras,2024 Sep,4021
regout,COL,Mexico,2024 Sep,32907
regout,COL,Nicaragua,2024 Sep,597
regout,COL,Panama,2024 Sep,17472
regout,COL,Dominican Republic,2024 Sep,11013
regout,COL,Bolivarian Republic of Venezuela,2024 Sep,60322
regout,COL,Asia,2024 Oct,8269
regout,COL,Europe,2024 Oct,47037
regout,COL,Africa,2024 Oct,796
regout,COL,Other Americas,2024 Oct,55012
regout,COL,Argentina,2024 Oct,9444
regout,COL,Oceania,2024 Oct,1704
regout,COL,Brazil,2024 Oct,11627
regout,COL,Canada,2024 Oct,5488
regout,COL,Cuba,2024 Oct,644
regout,COL,Unknown,2024 Oct,274
regout,COL,Ecuador,2024 Oct,25394
regout,COL,El Salvador,2024 Oct,3332
regout,COL,United States,2024 Oct,77399
regout,COL,Guatemala,2024 Oct,5733
regout,COL,Haiti,2024 Oct,38
regout,COL,Honduras,2024 Oct,4455
regout,COL,Mexico,2024 Oct,27429
regout,COL,Nicaragua,2024 Oct,566
regout,COL,Panama,2024 Oct,11657
regout,COL,Dominican Republic,2024 Oct,9866
regout,COL,Bolivarian Republic of Venezuela,2024 Oct,55711
regout,COL,Asia,2024 Nov,8772
regout,COL,Europe,2024 Nov,55466
regout,COL,Africa,2024 Nov,1490
regout,COL,Other Americas,2024 Nov,55269
regout,COL,Argentina,2024 Nov,9740
regout,COL,Oceania,2024 Nov,1645
regout,COL,Brazil,2024 Nov,13483
regout,COL,Canada,2024 Nov,7900
regout,COL,Cuba,2024 Nov,625
regout,COL,Unknown,2024 Nov,372
regout,COL,Ecuador,2024 Nov,30194
regout,COL,El Salvador,2024 Nov,4656
regout,COL,United States,2024 Nov,87261
regout,COL,Guatemala,2024 Nov,6930
regout,COL,Haiti,2024 Nov,61
regout,COL,Honduras,2024 Nov,3140
regout,COL,Mexico,2024 Nov,30542
regout,COL,Nicaragua,2024 Nov,547
regout,COL,Panama,2024 Nov,18268
regout,COL,Dominican Republic,2024 Nov,12006
regout,COL,Bolivarian Republic of Venezuela,2024 Nov,59228
regout,COL,Asia,2024 Dec,8181
regout,COL,Europe,2024 Dec,59446
regout,COL,Other Americas,2024 Dec,52300
regout,COL,Africa,2024 Dec,460
regout,COL,Argentina,2024 Dec,8338
regout,COL,Oceania,2024 Dec,1912
regout,COL,Brazil,2024 Dec,13251
regout,COL,Canada,2024 Dec,7892
regout,COL,Cuba,2024 Dec,594
regout,COL,Unknown,2024 Dec,193
regout,COL,Ecuador,2024 Dec,25179
regout,COL,El Salvador,2024 Dec,4968
regout,COL,United States,2024 Dec,96804
regout,COL,Guatemala,2024 Dec,7286
regout,COL,Haiti,2024 Dec,79
regout,COL,Honduras,2024 Dec,3124
regout,COL,Mexico,2024 Dec,27132
regout,COL,Nicaragua,2024 Dec,443
regout,COL,Panama,2024 Dec,15920
regout,COL,Dominican Republic,2024 Dec,8579
regout,COL,Bolivarian Republic of Venezuela,2024 Dec,73211
regout,COL,Asia,2025 Jan,7708
regout,COL,Europe,2025 Jan,78474
regout,COL,Africa,2025 Jan,451
regout,COL,Other Americas,2025 Jan,72955
regout,COL,Argentina,2025 Jan,14606
regout,COL,Oceania,2025 Jan,3521
regout,COL,Brazil,2025 Jan,19328
regout,COL,Canada,2025 Jan,12993
regout,COL,Cuba,2025 Jan,541
regout,COL,Unknown,2025 Jan,89
regout,COL,Ecuador,2025 Jan,25629
regout,COL,El Salvador,2025 Jan,3861
regout,COL,United States,2025 Jan,119271
regout,COL,Guatemala,2025 Jan,6305
regout,COL,Haiti,2025 Jan,57
regout,COL,Honduras,2025 Jan,3651
regout,COL,Mexico,2025 Jan,26309
regout,COL,Nicaragua,2025 Jan,419
regout,COL,Panama,2025 Jan,20932
regout,COL,Dominican Republic,2025 Jan,11052
regout,COL,Bolivarian Republic of Venezuela,2025 Jan,64598
regout,COL,Asia,2025 Feb,8040
regout,COL,Europe,2025 Feb,68847
regout,COL,Africa,2025 Feb,508
regout,COL,Other Americas,2025 Feb,72311
regout,COL,Argentina,2025 Feb,13032
regout,COL,Oceania,2025 Feb,1556
regout,COL,Brazil,2025 Feb,14945
regout,COL,Canada,2025 Feb,12595
regout,COL,Cuba,2025 Feb,406
regout,COL,Unknown,2025 Feb,166
regout,COL,Ecuador,2025 Feb,21785
regout,COL,El Salvador,2025 Feb,3541
regout,COL,United States,2025 Feb,95366
regout,COL,Guatemala,2025 Feb,4996
regout,COL,Haiti,2025 Feb,45
regout,COL,Honduras,2025 Feb,2944
regout,COL,Mexico,2025 Feb,26073
regout,COL,Nicaragua,2025 Feb,401
regout,COL,Panama,2025 Feb,17078
regout,COL,Dominican Republic,2025 Feb,8287
regout,COL,Bolivarian Republic of Venezuela,2025 Feb,49960
regout,COL,Asia,2025 Mar,9963
regout,COL,Europe,2025 Mar,73944
regout,COL,Africa,2025 Mar,489
regout,COL,Other Americas,2025 Mar,59072
regout,COL,Argentina,2025 Mar,13945
regout,COL,Oceania,2025 Mar,1620
regout,COL,Brazil,2025 Mar,18666
regout,COL,Canada,2025 Mar,13433
regout,COL,Cuba,2025 Mar,499
regout,COL,Unknown,2025 Mar,131
regout,COL,Ecuador,2025 Mar,33749
regout,COL,El Salvador,2025 Mar,4160
regout,COL,United States,2025 Mar,115431
regout,COL,Guatemala,2025 Mar,5390
regout,COL,Haiti,2025 Mar,64
regout,COL,Honduras,2025 Mar,2720
regout,COL,Mexico,2025 Mar,31359
regout,COL,Nicaragua,2025 Mar,404
regout,COL,Panama,2025 Mar,16900
regout,COL,Dominican Republic,2025 Mar,10952
regout,COL,Bolivarian Republic of Venezuela,2025 Mar,58414
regnet,ARG,Asia,2023 Jan,1556
regnet,ARG,Europe,2023 Jan,-5730
regnet,ARG,Africa,2023 Jan,72
regnet,ARG,Oceania,2023 Jan,-315
regnet,ARG,Other Americas,2023 Jan,70887
regnet,ARG,Brazil,2023 Jan,9047
regnet,ARG,Canada,2023 Jan,139
regnet,ARG,Colombia,2023 Jan,-1093
regnet,ARG,Cuba,2023 Jan,-95
regnet,ARG,Dominican Republic,2023 Jan,31
regnet,ARG,Ecuador,2023 Jan,2757
regnet,ARG,United States,2023 Jan,-5995
regnet,ARG,Guatemala,2023 Jan,-150
regnet,ARG,Haiti,2023 Jan,0
regnet,ARG,Honduras,2023 Jan,-7
regnet,ARG,Mexico,2023 Jan,-1823
regnet,ARG,Nicaragua,2023 Jan,-10
regnet,ARG,Unknown,2023 Jan,30
regnet,ARG,Panama,2023 Jan,-120
regnet,ARG,El Salvador,2023 Jan,-29
regnet,ARG,Bolivarian Republic of Venezuela,2023 Jan,238
regnet,ARG,Asia,2023 Feb,-2071
regnet,ARG,Europe,2023 Feb,-744
regnet,ARG,Africa,2023 Feb,-219
regnet,ARG,Oceania,2023 Feb,279
regnet,ARG,Other Americas,2023 Feb,39164
regnet,ARG,Brazil,2023 Feb,26959
regnet,ARG,Canada,2023 Feb,-50
regnet,ARG,Colombia,2023 Feb,1744
regnet,ARG,Cuba,2023 Feb,-78
regnet,ARG,Dominican Republic,2023 Feb,-5
regnet,ARG,Ecuador,2023 Feb,2690
regnet,ARG,United States,2023 Feb,-270
regnet,ARG,Guatemala,2023 Feb,29
regnet,ARG,Haiti,2023 Feb,1
regnet,ARG,Honduras,2023 Feb,24
regnet,ARG,Mexico,2023 Feb,336
regnet,ARG,Nicaragua,2023 Feb,19
regnet,ARG,Unknown,2023 Feb,-28
regnet,ARG,Panama,2023 Feb,80
regnet,ARG,El Salvador,2023 Feb,54
regnet,ARG,Bolivarian Republic of Venezuela,2023 Feb,-433
regnet,ARG,Asia,2023 Mar,-4942
regnet,ARG,Europe,2023 Mar,-5290
regnet,ARG,Africa,2023 Mar,-304
regnet,ARG,Unknown,2023 Mar,-9
regnet,ARG,Oceania,2023 Mar,-750
regnet,ARG,Other Americas,2023 Mar,52253
regnet,ARG,Brazil,2023 Mar,32701
regnet,ARG,Canada,2023 Mar,-1415
regnet,ARG,Colombia,2023 Mar,2691
regnet,ARG,Cuba,2023 Mar,-90
regnet,ARG,Dominican Republic,2023 Mar,75
regnet,ARG,Ecuador,2023 Mar,2678
regnet,ARG,United States,2023 Mar,-3683
regnet,ARG,Guatemala,2023 Mar,168
regnet,ARG,Haiti,2023 Mar,3
regnet,ARG,Honduras,2023 Mar,60
regnet,ARG,Mexico,2023 Mar,672
regnet,ARG,Nicaragua,2023 Mar,-2
regnet,ARG,Panama,2023 Mar,60
regnet,ARG,El Salvador,2023 Mar,144
regnet,ARG,Bolivarian Republic of Venezuela,2023 Mar,1032
regnet,ARG,Asia,2023 Apr,-3163
regnet,ARG,Europe,2023 Apr,-13271
regnet,ARG,Africa,2023 Apr,-337
regnet,ARG,Oceania,2023 Apr,-435
regnet,ARG,Other Americas,2023 Apr,39043
regnet,ARG,Brazil,2023 Apr,30454
regnet,ARG,Canada,2023 Apr,-1349
regnet,ARG,Colombia,2023 Apr,-64
regnet,ARG,Cuba,2023 Apr,-82
regnet,ARG,Dominican Republic,2023 Apr,-32
regnet,ARG,Ecuador,2023 Apr,163
regnet,ARG,United States,2023 Apr,-6246
regnet,ARG,Guatemala,2023 Apr,-153
regnet,ARG,Haiti,2023 Apr,42
regnet,ARG,Honduras,2023 Apr,-55
regnet,ARG,Mexico,2023 Apr,-481
regnet,ARG,Nicaragua,2023 Apr,-23
regnet,ARG,Unknown,2023 Apr,-4
regnet,ARG,Panama,2023 Apr,-23
regnet,ARG,El Salvador,2023 Apr,-32
regnet,ARG,Bolivarian Republic of Venezuela,2023 Apr,1098
regnet,ARG,Asia,2023 May,327
regnet,ARG,Europe,2023 May,-7758
regnet,ARG,Africa,2023 May,1
regnet,ARG,Unknown,2023 May,6
regnet,ARG,Oceania,2023 May,-240
regnet,ARG,Other Americas,2023 May,-8348
regnet,ARG,Brazil,2023 May,14650
regnet,ARG,Canada,2023 May,-475
regnet,ARG,Colombia,2023 May,-57
regnet,ARG,Cuba,2023 May,-118
regnet,ARG,Dominican Republic,2023 May,-50
regnet,ARG,Ecuador,2023 May,82
regnet,ARG,United States,2023 May,-12
regnet,ARG,Guatemala,2023 May,108
regnet,ARG,Haiti,2023 May,19
regnet,ARG,Honduras,2023 May,16
regnet,ARG,Mexico,2023 May,-162
regnet,ARG,Nicaragua,2023 May,9
regnet,ARG,Panama,2023 May,6
regnet,ARG,El Salvador,2023 May,8
regnet,ARG,Bolivarian Republic of Venezuela,2023 May,-713
regnet,ARG,Asia,2023 Jun,-565
regnet,ARG,Europe,2023 Jun,-3737
regnet,ARG,Africa,2023 Jun,-474
regnet,ARG,Unknown,2023 Jun,-10
regnet,ARG,Oceania,2023 Jun,-17
regnet,ARG,Other Americas,2023 Jun,35891
regnet,ARG,Brazil,2023 Jun,29887
regnet,ARG,Canada,2023 Jun,-16
regnet,ARG,Colombia,2023 Jun,952
regnet,ARG,Cuba,2023 Jun,-123
regnet,ARG,Dominican Republic,2023 Jun,-23
regnet,ARG,Ecuador,2023 Jun,572
regnet,ARG,United States,2023 Jun,1814
regnet,ARG,Guatemala,2023 Jun,-35
regnet,ARG,Haiti,2023 Jun,-29
regnet,ARG,Honduras,2023 Jun,11
regnet,ARG,Mexico,2023 Jun,-31
regnet,ARG,Nicaragua,2023 Jun,2
regnet,ARG,Panama,2023 Jun,14
regnet,ARG,El Salvador,2023 Jun,-12
regnet,ARG,Bolivarian Republic of Venezuela,2023 Jun,-76
regnet,ARG,Asia,2023 Jul,377
regnet,ARG,Europe,2023 Jul,3779
regnet,ARG,Africa,2023 Jul,48
regnet,ARG,Unknown,2023 Jul,11
regnet,ARG,Oceania,2023 Jul,-148
regnet,ARG,Other Americas,2023 Jul,7920
regnet,ARG,Brazil,2023 Jul,30666
regnet,ARG,Canada,2023 Jul,18
regnet,ARG,Colombia,2023 Jul,-1481
regnet,ARG,Cuba,2023 Jul,-123
regnet,ARG,Dominican Republic,2023 Jul,-62
regnet,ARG,Ecuador,2023 Jul,950
regnet,ARG,United States,2023 Jul,241
regnet,ARG,Guatemala,2023 Jul,-78
regnet,ARG,Haiti,2023 Jul,-34
regnet,ARG,Honduras,2023 Jul,-33
regnet,ARG,Mexico,2023 Jul,794
regnet,ARG,Nicaragua,2023 Jul,-5
regnet,ARG,Panama,2023 Jul,13
regnet,ARG,El Salvador,2023 Jul,66
regnet,ARG,Bolivarian Republic of Venezuela,2023 Jul,-139
regnet,ARG,Asia,2023 Aug,-40
regnet,ARG,Europe,2023 Aug,591
regnet,ARG,Africa,2023 Aug,-183
regnet,ARG,Oceania,2023 Aug,183
regnet,ARG,Other Americas,2023 Aug,36818
regnet,ARG,Brazil,2023 Aug,22461
regnet,ARG,Canada,2023 Aug,-98
regnet,ARG,Colombia,2023 Aug,412
regnet,ARG,Cuba,2023 Aug,-105
regnet,ARG,Dominican Republic,2023 Aug,14
regnet,ARG,Ecuador,2023 Aug,734
regnet,ARG,United States,2023 Aug,-1847
regnet,ARG,Guatemala,2023 Aug,46
regnet,ARG,Haiti,2023 Aug,-15
regnet,ARG,Honduras,2023 Aug,64
regnet,ARG,Mexico,2023 Aug,-92
regnet,ARG,Nicaragua,2023 Aug,8
regnet,ARG,Unknown,2023 Aug,-5
regnet,ARG,Panama,2023 Aug,47
regnet,ARG,El Salvador,2023 Aug,89
regnet,ARG,Bolivarian Republic of Venezuela,2023 Aug,1106
regnet,ARG,Asia,2023 Sep,300
regnet,ARG,Europe,2023 Sep,2410
regnet,ARG,Africa,2023 Sep,71
regnet,ARG,Unknown,2023 Sep,1
regnet,ARG,Oceania,2023 Sep,366
regnet,ARG,Other Americas,2023 Sep,53011
regnet,ARG,Brazil,2023 Sep,21959
regnet,ARG,Canada,2023 Sep,225
regnet,ARG,Colombia,2023 Sep,736
regnet,ARG,Cuba,2023 Sep,-94
regnet,ARG,Dominican Republic,2023 Sep,69
regnet,ARG,Ecuador,2023 Sep,-325
regnet,ARG,United States,2023 Sep,1376
regnet,ARG,Guatemala,2023 Sep,106
regnet,ARG,Haiti,2023 Sep,-15
regnet,ARG,Honduras,2023 Sep,88
regnet,ARG,Mexico,2023 Sep,204
regnet,ARG,Nicaragua,2023 Sep,14
regnet,ARG,Panama,2023 Sep,-29
regnet,ARG,El Salvador,2023 Sep,-114
regnet,ARG,Bolivarian Republic of Venezuela,2023 Sep,748
regnet,ARG,Asia,2023 Oct,1257
regnet,ARG,Europe,2023 Oct,12283
regnet,ARG,Africa,2023 Oct,172
regnet,ARG,Oceania,2023 Oct,281
regnet,ARG,Other Americas,2023 Oct,30081
regnet,ARG,Brazil,2023 Oct,25112
regnet,ARG,Canada,2023 Oct,825
regnet,ARG,Colombia,2023 Oct,560
regnet,ARG,Cuba,2023 Oct,-92
regnet,ARG,Dominican Republic,2023 Oct,-72
regnet,ARG,Ecuador,2023 Oct,738
regnet,ARG,United States,2023 Oct,3840
regnet,ARG,Guatemala,2023 Oct,29
regnet,ARG,Haiti,2023 Oct,-8
regnet,ARG,Honduras,2023 Oct,-63
regnet,ARG,Mexico,2023 Oct,385
regnet,ARG,Nicaragua,2023 Oct,14
regnet,ARG,Unknown,2023 Oct,-5
regnet,ARG,Panama,2023 Oct,180
regnet,ARG,El Salvador,2023 Oct,41
regnet,ARG,Bolivarian Republic of Venezuela,2023 Oct,1250
regnet,ARG,Asia,2023 Nov,4148
regnet,ARG,Europe,2023 Nov,12884
regnet,ARG,Africa,2023 Nov,277
regnet,ARG,Unknown,2023 Nov,-4
regnet,ARG,Oceania,2023 Nov,724
regnet,ARG,Other Americas,2023 Nov,36865
regnet,ARG,Brazil,2023 Nov,27931
regnet,ARG,Canada,2023 Nov,1263
regnet,ARG,Colombia,2023 Nov,-449
regnet,ARG,Cuba,2023 Nov,-95
regnet,ARG,Dominican Republic,2023 Nov,-21
regnet,ARG,Ecuador,2023 Nov,-771
regnet,ARG,United States,2023 Nov,5516
regnet,ARG,Guatemala,2023 Nov,120
regnet,ARG,Haiti,2023 Nov,-19
regnet,ARG,Honduras,2023 Nov,60
regnet,ARG,Mexico,2023 Nov,-95
regnet,ARG,Nicaragua,2023 Nov,0
regnet,ARG,Panama,2023 Nov,-202
regnet,ARG,El Salvador,2023 Nov,-17
regnet,ARG,Bolivarian Republic of Venezuela,2023 Nov,-36
regnet,ARG,Asia,2023 Dec,610
regnet,ARG,Europe,2023 Dec,13100
regnet,ARG,Africa,2023 Dec,5
regnet,ARG,Oceania,2023 Dec,587
regnet,ARG,Other Americas,2023 Dec,-30832
regnet,ARG,Brazil,2023 Dec,51270
regnet,ARG,Canada,2023 Dec,1285
regnet,ARG,Colombia,2023 Dec,-2477
regnet,ARG,Cuba,2023 Dec,-161
regnet,ARG,Dominican Republic,2023 Dec,-241
regnet,ARG,Ecuador,2023 Dec,-6030
regnet,ARG,United States,2023 Dec,12068
regnet,ARG,Guatemala,2023 Dec,-111
regnet,ARG,Haiti,2023 Dec,-18
regnet,ARG,Honduras,2023 Dec,-198
regnet,ARG,Mexico,2023 Dec,2221
regnet,ARG,Nicaragua,2023 Dec,-57
regnet,ARG,Unknown,2023 Dec,-24
regnet,ARG,Panama,2023 Dec,35
regnet,ARG,El Salvador,2023 Dec,-255
regnet,ARG,Bolivarian Republic of Venezuela,2023 Dec,734
regnet,COL,Asia,2023 Jan,1875
regnet,COL,Europe,2023 Jan,-3431
regnet,COL,Africa,2023 Jan,90
regnet,COL,Other Americas,2023 Jan,2670
regnet,COL,Argentina,2023 Jan,1294
regnet,COL,Oceania,2023 Jan,-1442
regnet,COL,Brazil,2023 Jan,-359
regnet,COL,Canada,2023 Jan,-943
regnet,COL,Cuba,2023 Jan,-68
regnet,COL,Unknown,2023 Jan,58
regnet,COL,Ecuador,2023 Jan,-1638
regnet,COL,El Salvador,2023 Jan,26
regnet,COL,United States,2023 Jan,-22354
regnet,COL,Guatemala,2023 Jan,-17
regnet,COL,Haiti,2023 Jan,5
regnet,COL,Honduras,2023 Jan,145
regnet,COL,Mexico,2023 Jan,-3537
regnet,COL,Nicaragua,2023 Jan,25
regnet,COL,Panama,2023 Jan,-668
regnet,COL,Dominican Republic,2023 Jan,-1777
regnet,COL,Bolivarian Republic of Venezuela,2023 Jan,-1752
regnet,COL,Asia,2023 Feb,1199
regnet,COL,Europe,2023 Feb,1349
regnet,COL,Africa,2023 Feb,72
regnet,COL,Other Americas,2023 Feb,-2521
regnet,COL,Argentina,2023 Feb,-361
regnet,COL,Oceania,2023 Feb,-278
regnet,COL,Brazil,2023 Feb,-221
regnet,COL,Canada,2023 Feb,238
regnet,COL,Cuba,2023 Feb,10
regnet,COL,Unknown,2023 Feb,-10
regnet,COL,Ecuador,2023 Feb,1822
regnet,COL,El Salvador,2023 Feb,92
regnet,COL,United States,2023 Feb,-104
regnet,COL,Guatemala,2023 Feb,29
regnet,COL,Haiti,2023 Feb,-2
regnet,COL,Honduras,2023 Feb,-17
regnet,COL,Mexico,2023 Feb,-235
regnet,COL,Nicaragua,2023 Feb,42
regnet,COL,Panama,2023 Feb,-312
regnet,COL,Dominican Republic,2023 Feb,406
regnet,COL,Bolivarian Republic of Venezuela,2023 Feb,2002
regnet,COL,Asia,2023 Mar,2040
regnet,COL,Europe,2023 Mar,-5284
regnet,COL,Africa,2023 Mar,-11
regnet,COL,Other Americas,2023 Mar,-4086
regnet,COL,Argentina,2023 Mar,-1345
regnet,COL,Oceania,2023 Mar,130
regnet,COL,Brazil,2023 Mar,-107
regnet,COL,Canada,2023 Mar,-1705
regnet,COL,Cuba,2023 Mar,-28
regnet,COL,Unknown,2023 Mar,-24
regnet,COL,Ecuador,2023 Mar,2025
regnet,COL,El Salvador,2023 Mar,165
regnet,COL,United States,2023 Mar,1445
regnet,COL,Guatemala,2023 Mar,37
regnet,COL,Haiti,2023 Mar,2
regnet,COL,Honduras,2023 Mar,14
regnet,COL,Mexico,2023 Mar,764
regnet,COL,Nicaragua,2023 Mar,-5
