var,geo,group,t,n
regin,MEX,United States,2024 Oct,1140705
regin,MEX,Bolivarian Republic of Venezuela,2024 Oct,8686
regin,MEX,Unknown,2024 Nov,6618
regin,MEX,Asia,2024 Nov,77296
regin,MEX,Africa,2024 Nov,3473
regin,MEX,Europe,2024 Nov,195856
regin,MEX,Argentina,2024 Nov,32055
regin,MEX,Oceania,2024 Nov,6971
regin,MEX,Other Americas,2024 Nov,93437
regin,MEX,Brazil,2024 Nov,17357
regin,MEX,Canada,2024 Nov,297940
regin,MEX,Colombia,2024 Nov,49312
regin,MEX,Cuba,2024 Nov,9947
regin,MEX,Dominican Republic,2024 Nov,2568
regin,MEX,Ecuador,2024 Nov,4149
regin,MEX,Guatemala,2024 Nov,101639
regin,MEX,Honduras,2024 Nov,7088
regin,MEX,Haiti,2024 Nov,966
regin,MEX,Nicaragua,2024 Nov,1963
regin,MEX,Panama,2024 Nov,6627
regin,MEX,El Salvador,2024 Nov,8537
regin,MEX,United States,2024 Nov,1261910
regin,MEX,Bolivarian Republic of Venezuela,2024 Nov,10238
regin,MEX,Unknown,2024 Dec,6468
regin,MEX,Asia,2024 Dec,93480
regin,MEX,Africa,2024 Dec,4305
regin,MEX,Europe,2024 Dec,220196
regin,MEX,Argentina,2024 Dec,33492
regin,MEX,Oceania,2024 Dec,8947
regin,MEX,Other Americas,2024 Dec,102984
regin,MEX,Brazil,2024 Dec,21740
regin,MEX,Canada,2024 Dec,370133
regin,MEX,Colombia,2024 Dec,51439
regin,MEX,Cuba,2024 Dec,10062
regin,MEX,Dominican Republic,2024 Dec,2319
regin,MEX,Ecuador,2024 Dec,4223
regin,MEX,Guatemala,2024 Dec,112175
regin,MEX,Honduras,2024 Dec,6611
regin,MEX,Haiti,2024 Dec,913
regin,MEX,Nicaragua,2024 Dec,1804
regin,MEX,Panama,2024 Dec,5439
regin,MEX,El Salvador,2024 Dec,8432
regin,MEX,United States,2024 Dec,1736944
regin,MEX,Bolivarian Republic of Venezuela,2024 Dec,11716
regin,CRI,Asia,2024 Jan,4747
regin,CRI,Africa,2024 Jan,452
regin,CRI,Europe,2024 Jan,63112
regin,CRI,Argentina,2024 Jan,3546
regin,CRI,Other Americas,2024 Jan,196772
regin,CRI,Oceania,2024 Jan,1583
regin,CRI,Brazil,2024 Jan,2160
regin,CRI,Canada,2024 Jan,48950
regin,CRI,Colombia,2024 Jan,4063
regin,CRI,Cuba,2024 Jan,152
regin,CRI,Dominican Republic,2024 Jan,436
regin,CRI,Ecuador,2024 Jan,619
regin,CRI,Guatemala,2024 Jan,5930
regin,CRI,Honduras,2024 Jan,2881
regin,CRI,Haiti,2024 Jan,32
regin,CRI,Mexico,2024 Jan,7496
regin,CRI,Nicaragua,2024 Jan,42061
regin,CRI,Panama,2024 Jan,13063
regin,CRI,El Salvador,2024 Jan,5932
regin,CRI,United States,2024 Jan,167918
regin,CRI,Bolivarian Republic of Venezuela,2024 Jan,1491
regin,CRI,Asia,2024 Feb,5102
regin,CRI,Africa,2024 Feb,416
regin,CRI,Europe,2024 Feb,66755
regin,CRI,Argentina,2024 Feb,3349
regin,CRI,Other Americas,2024 Feb,107314
regin,CRI,Oceania,2024 Feb,1159
regin,CRI,Brazil,2024 Feb,2122
regin,CRI,Canada,2024 Feb,45724
regin,CRI,Colombia,2024 Feb,3529
regin,CRI,Cuba,2024 Feb,138
regin,CRI,Dominican Republic,2024 Feb,482
regin,CRI,Ecuador,2024 Feb,571
regin,CRI,Guatemala,2024 Feb,6062
regin,CRI,Honduras,2024 Feb,2046
regin,CRI,Haiti,2024 Feb,37
regin,CRI,Mexico,2024 Feb,8239
regin,CRI,Nicaragua,2024 Feb,22967
regin,CRI,Panama,2024 Feb,11630
regin,CRI,El Salvador,2024 Feb,5099
regin,CRI,United States,2024 Feb,177844
regin,CRI,Bolivarian Republic of Venezuela,2024 Feb,1203
regin,CRI,Asia,2024 Mar,6829
regin,CRI,Europe,2024 Mar,61705
regin,CRI,Argentina,2024 Mar,3102
regin,CRI,Other Americas,2024 Mar,117429
regin,CRI,Oceania,2024 Mar,1238
regin,CRI,Africa,2024 Mar,432
regin,CRI,Brazil,2024 Mar,2048
regin,CRI,Canada,2024 Mar,41694
regin,CRI,Colombia,2024 Mar,4182
regin,CRI,Cuba,2024 Mar,142
regin,CRI,Dominican Republic,2024 Mar,466
regin,CRI,Ecuador,2024 Mar,714
regin,CRI,Guatemala,2024 Mar,6009
regin,CRI,Honduras,2024 Mar,2586
regin,CRI,Haiti,2024 Mar,25
regin,CRI,Mexico,2024 Mar,9544
regin,CRI,Nicaragua,2024 Mar,27880
regin,CRI,Panama,2024 Mar,9132
regin,CRI,El Salvador,2024 Mar,5837
regin,CRI,United States,2024 Mar,215399
regin,CRI,Bolivarian Republic of Venezuela,2024 Mar,1067
regin,CRI,Asia,2024 Apr,5886
regin,CRI,Africa,2024 Apr,440
regin,CRI,Europe,2024 Apr,43873
regin,CRI,Argentina,2024 Apr,2883
regin,CRI,Other Americas,2024 Apr,109510
regin,CRI,Oceania,2024 Apr,1348
regin,CRI,Brazil,2024 Apr,2026
regin,CRI,Canada,2024 Apr,26355
regin,CRI,Colombia,2024 Apr,4102
regin,CRI,Cuba,2024 Apr,178
regin,CRI,Dominican Republic,2024 Apr,699
regin,CRI,Ecuador,2024 Apr,623
regin,CRI,Guatemala,2024 Apr,5773
regin,CRI,Honduras,2024 Apr,2271
regin,CRI,Haiti,2024 Apr,28
regin,CRI,Mexico,2024 Apr,8605
regin,CRI,Nicaragua,2024 Apr,25245
regin,CRI,Panama,2024 Apr,8397
regin,CRI,El Salvador,2024 Apr,5183
regin,CRI,United States,2024 Apr,146366
regin,CRI,Bolivarian Republic of Venezuela,2024 Apr,1144
regin,CRI,Unknown,2024 Apr,0
regin,CRI,Africa,2024 May,479
regin,CRI,Europe,2024 May,27063
regin,CRI,Asia,2024 May,5679
regin,CRI,Argentina,2024 May,2327
regin,CRI,Other Americas,2024 May,107117
regin,CRI,Oceania,2024 May,1157
regin,CRI,Brazil,2024 May,1960
regin,CRI,Canada,2024 May,13062
regin,CRI,Colombia,2024 May,3789
regin,CRI,Cuba,2024 May,221
regin,CRI,Dominican Republic,2024 May,534
regin,CRI,Ecuador,2024 May,766
regin,CRI,Guatemala,2024 May,6382
regin,CRI,Honduras,2024 May,2248
regin,CRI,Haiti,2024 May,34
regin,CRI,Mexico,2024 May,8141
regin,CRI,Nicaragua,2024 May,21406
regin,CRI,Panama,2024 May,8760
regin,CRI,El Salvador,2024 May,5849
regin,CRI,United States,2024 May,150253
regin,CRI,Bolivarian Republic of Venezuela,2024 May,1184
regin,CRI,Unknown,2024 May,1
regin,CRI,Africa,2024 Jun,421
regin,CRI,Europe,2024 Jun,26079
regin,CRI,Asia,2024 Jun,5134
regin,CRI,Argentina,2024 Jun,2497
regin,CRI,Other Americas,2024 Jun,94882
regin,CRI,Oceania,2024 Jun,1079
regin,CRI,Brazil,2024 Jun,1927
regin,CRI,Canada,2024 Jun,10643
regin,CRI,Colombia,2024 Jun,3966
regin,CRI,Cuba,2024 Jun,194
regin,CRI,Dominican Republic,2024 Jun,638
regin,CRI,Ecuador,2024 Jun,611
regin,CRI,Guatemala,2024 Jun,6439
regin,CRI,Honduras,2024 Jun,2205
regin,CRI,Haiti,2024 Jun,38
regin,CRI,Mexico,2024 Jun,8527
regin,CRI,Nicaragua,2024 Jun,24814
regin,CRI,Panama,2024 Jun,9333
regin,CRI,El Salvador,2024 Jun,4897
regin,CRI,United States,2024 Jun,182946
regin,CRI,Bolivarian Republic of Venezuela,2024 Jun,1081
regin,CRI,Asia,2024 Jul,5232
regin,CRI,Europe,2024 Jul,47463
regin,CRI,Argentina,2024 Jul,2564
regin,CRI,Other Americas,2024 Jul,149952
regin,CRI,Oceania,2024 Jul,1086
regin,CRI,Africa,2024 Jul,402
regin,CRI,Brazil,2024 Jul,2004
regin,CRI,Canada,2024 Jul,13491
regin,CRI,Colombia,2024 Jul,3935
regin,CRI,Cuba,2024 Jul,217
regin,CRI,Dominican Republic,2024 Jul,569
regin,CRI,Ecuador,2024 Jul,755
regin,CRI,Guatemala,2024 Jul,6063
regin,CRI,Honduras,2024 Jul,3053
regin,CRI,Haiti,2024 Jul,71
regin,CRI,Mexico,2024 Jul,11949
regin,CRI,Nicaragua,2024 Jul,28315
regin,CRI,Panama,2024 Jul,8175
regin,CRI,El Salvador,2024 Jul,5851
regin,CRI,United States,2024 Jul,169396
regin,CRI,Bolivarian Republic of Venezuela,2024 Jul,1215
regin,CRI,Asia,2024 Aug,4992
regin,CRI,Africa,2024 Aug,423
regin,CRI,Europe,2024 Aug,42063
regin,CRI,Argentina,2024 Aug,2292
regin,CRI,Other Americas,2024 Aug,103650
regin,CRI,Oceania,2024 Aug,911
regin,CRI,Brazil,2024 Aug,1986
regin,CRI,Canada,2024 Aug,12003
regin,CRI,Colombia,2024 Aug,3826
regin,CRI,Cuba,2024 Aug,179
regin,CRI,Dominican Republic,2024 Aug,573
regin,CRI,Ecuador,2024 Aug,698
regin,CRI,Guatemala,2024 Aug,6519
regin,CRI,Honduras,2024 Aug,2575
regin,CRI,Haiti,2024 Aug,78
regin,CRI,Mexico,2024 Aug,10232
regin,CRI,Nicaragua,2024 Aug,23252
regin,CRI,Panama,2024 Aug,8753
regin,CRI,El Salvador,2024 Aug,5892
regin,CRI,United States,2024 Aug,119847
regin,CRI,Bolivarian Republic of Venezuela,2024 Aug,976
regin,CRI,Africa,2024 Sep,355
regin,CRI,Europe,2024 Sep,21922
regin,CRI,Asia,2024 Sep,3845
regin,CRI,Argentina,2024 Sep,1984
regin,CRI,Other Americas,2024 Sep,115722
regin,CRI,Oceania,2024 Sep,722
regin,CRI,Brazil,2024 Sep,1540
regin,CRI,Canada,2024 Sep,6542
regin,CRI,Colombia,2024 Sep,3643
regin,CRI,Cuba,2024 Sep,153
regin,CRI,Dominican Republic,2024 Sep,521
regin,CRI,Ecuador,2024 Sep,722
regin,CRI,Guatemala,2024 Sep,6100
regin,CRI,Honduras,2024 Sep,2519
regin,CRI,Haiti,2024 Sep,22
regin,CRI,Mexico,2024 Sep,8923
regin,CRI,Nicaragua,2024 Sep,24841
regin,CRI,Panama,2024 Sep,12520
regin,CRI,El Salvador,2024 Sep,5438
regin,CRI,United States,2024 Sep,64798
regin,CRI,Bolivarian Republic of Venezuela,2024 Sep,889
regin,CRI,Asia,2024 Oct,4253
regin,CRI,Africa,2024 Oct,344
regin,CRI,Europe,2024 Oct,28697
regin,CRI,Argentina,2024 Oct,2454
regin,CRI,Other Americas,2024 Oct,119969
regin,CRI,Oceania,2024 Oct,874
regin,CRI,Brazil,2024 Oct,1634
regin,CRI,Canada,2024 Oct,12025
regin,CRI,Colombia,2024 Oct,4193
regin,CRI,Cuba,2024 Oct,163
regin,CRI,Dominican Republic,2024 Oct,603
regin,CRI,Ecuador,2024 Oct,719
regin,CRI,Guatemala,2024 Oct,7473
regin,CRI,Honduras,2024 Oct,3414
regin,CRI,Haiti,2024 Oct,38
regin,CRI,Mexico,2024 Oct,8208
regin,CRI,Nicaragua,2024 Oct,24076
regin,CRI,Panama,2024 Oct,13280
regin,CRI,El Salvador,2024 Oct,5603
regin,CRI,United States,2024 Oct,75407
regin,CRI,Bolivarian Republic of Venezuela,2024 Oct,940
regin,CRI,Asia,2024 Nov,6726
regin,CRI,Africa,2024 Nov,386
regin,CRI,Europe,2024 Nov,47960
regin,CRI,Argentina,2024 Nov,2775
regin,CRI,Other Americas,2024 Nov,120493
regin,CRI,Oceania,2024 Nov,1188
regin,CRI,Brazil,2024 Nov,2504
regin,CRI,Canada,2024 Nov,27641
regin,CRI,Colombia,2024 Nov,3937
regin,CRI,Cuba,2024 Nov,187
regin,CRI,Dominican Republic,2024 Nov,483
regin,CRI,Ecuador,2024 Nov,790
regin,CRI,Guatemala,2024 Nov,7707
regin,CRI,Honduras,2024 Nov,3266
regin,CRI,Haiti,2024 Nov,32
regin,CRI,Mexico,2024 Nov,8002
regin,CRI,Nicaragua,2024 Nov,23478
regin,CRI,Panama,2024 Nov,14325
regin,CRI,El Salvador,2024 Nov,6800
regin,CRI,United States,2024 Nov,122054
regin,CRI,Bolivarian Republic of Venezuela,2024 Nov,955
regin,CRI,Asia,2024 Dec,7765
regin,CRI,Africa,2024 Dec,508
regin,CRI,Europe,2024 Dec,55557
regin,CRI,Argentina,2024 Dec,3944
regin,CRI,Other Americas,2024 Dec,155935
regin,CRI,Oceania,2024 Dec,1533
regin,CRI,Brazil,2024 Dec,3282
regin,CRI,Canada,2024 Dec,41696
regin,CRI,Colombia,2024 Dec,4134
regin,CRI,Cuba,2024 Dec,175
regin,CRI,Dominican Republic,2024 Dec,478
regin,CRI,Ecuador,2024 Dec,727
regin,CRI,Guatemala,2024 Dec,6594
regin,CRI,Honduras,2024 Dec,3101
regin,CRI,Haiti,2024 Dec,35
regin,CRI,Mexico,2024 Dec,9432
regin,CRI,Nicaragua,2024 Dec,33678
regin,CRI,Panama,2024 Dec,14099
regin,CRI,El Salvador,2024 Dec,6448
regin,CRI,United States,2024 Dec,182475
regin,CRI,Bolivarian Republic of Venezuela,2024 Dec,1001
regin,GTM,Unknown,2024 Jan,34
regin,GTM,Asia,2024 Jan,2906
regin,GTM,Europe,2024 Jan,17643
regin,GTM,Argentina,2024 Jan,869
regin,GTM,Other Americas,2024 Jan,25972
regin,GTM,Oceania,2024 Jan,1298
regin,GTM,Brazil,2024 Jan,1442
regin,GTM,Canada,2024 Jan,4975
regin,GTM,Africa,2024 Jan,137
regin,GTM,Colombia,2024 Jan,4629
regin,GTM,Cuba,2024 Jan,148
regin,GTM,Dominican Republic,2024 Jan,1013
regin,GTM,Ecuador,2024 Jan,3693
regin,GTM,Guatemala,2024 Jan,222128
regin,GTM,Honduras,2024 Jan,38112
regin,GTM,Haiti,2024 Jan,17
regin,GTM,Mexico,2024 Jan,9886
regin,GTM,Nicaragua,2024 Jan,13209
regin,GTM,Panama,2024 Jan,1826
regin,GTM,El Salvador,2024 Jan,159602
regin,GTM,United States,2024 Jan,54054
regin,GTM,Bolivarian Republic of Venezuela,2024 Jan,722
regin,GTM,Unknown,2024 Feb,43
regin,GTM,Africa,2024 Feb,146
regin,GTM,Europe,2024 Feb,20335
regin,GTM,Asia,2024 Feb,3136
regin,GTM,Argentina,2024 Feb,960
regin,GTM,Other Americas,2024 Feb,16874
regin,GTM,Oceania,2024 Feb,683
regin,GTM,Brazil,2024 Feb,1710
regin,GTM,Canada,2024 Feb,5355
regin,GTM,Colombia,2024 Feb,4698
regin,GTM,Cuba,2024 Feb,103
regin,GTM,Dominican Republic,2024 Feb,1011
regin,GTM,Ecuador,2024 Feb,3276
regin,GTM,Guatemala,2024 Feb,173849
regin,GTM,Honduras,2024 Feb,26745
regin,GTM,Haiti,2024 Feb,22
regin,GTM,Mexico,2024 Feb,9465
regin,GTM,Nicaragua,2024 Feb,9163
regin,GTM,Panama,2024 Feb,2277
regin,GTM,El Salvador,2024 Feb,136048
regin,GTM,United States,2024 Feb,56918
regin,GTM,Bolivarian Republic of Venezuela,2024 Feb,534
regin,GTM,Unknown,2024 Mar,49
regin,GTM,Asia,2024 Mar,3730
regin,GTM,Europe,2024 Mar,19743
regin,GTM,Argentina,2024 Mar,1066
regin,GTM,Other Americas,2024 Mar,20831
regin,GTM,Oceania,2024 Mar,745
regin,GTM,Brazil,2024 Mar,1682
regin,GTM,Africa,2024 Mar,141
regin,GTM,Canada,2024 Mar,4790
regin,GTM,Colombia,2024 Mar,5432
regin,GTM,Cuba,2024 Mar,158
regin,GTM,Dominican Republic,2024 Mar,792
regin,GTM,Ecuador,2024 Mar,1403
regin,GTM,Guatemala,2024 Mar,225134
regin,GTM,Honduras,2024 Mar,35699
regin,GTM,Haiti,2024 Mar,30
regin,GTM,Mexico,2024 Mar,11472
regin,GTM,Nicaragua,2024 Mar,7626
regin,GTM,Panama,2024 Mar,1727
regin,GTM,El Salvador,2024 Mar,170527
regin,GTM,United States,2024 Mar,66374
regin,GTM,Bolivarian Republic of Venezuela,2024 Mar,614
regin,GTM,Unknown,2024 Apr,54
regin,GTM,Europe,2024 Apr,14328
regin,GTM,Asia,2024 Apr,2952
regin,GTM,Argentina,2024 Apr,979
regin,GTM,Other Americas,2024 Apr,19104
regin,GTM,Oceania,2024 Apr,943
regin,GTM,Africa,2024 Apr,130
regin,GTM,Brazil,2024 Apr,1702
regin,GTM,Canada,2024 Apr,3605
regin,GTM,Colombia,2024 Apr,4934
regin,GTM,Cuba,2024 Apr,121
regin,GTM,Dominican Republic,2024 Apr,646
regin,GTM,Ecuador,2024 Apr,570
regin,GTM,Guatemala,2024 Apr,184096
regin,GTM,Honduras,2024 Apr,27007
regin,GTM,Haiti,2024 Apr,20
regin,GTM,Mexico,2024 Apr,9524
regin,GTM,Nicaragua,2024 Apr,7512
regin,GTM,Panama,2024 Apr,1915
regin,GTM,El Salvador,2024 Apr,124077
regin,GTM,United States,2024 Apr,48371
regin,GTM,Bolivarian Republic of Venezuela,2024 Apr,557
regin,GTM,Unknown,2024 May,65
regin,GTM,Asia,2024 May,3087
regin,GTM,Europe,2024 May,10702
regin,GTM,Argentina,2024 May,949
regin,GTM,Other Americas,2024 May,16770
regin,GTM,Oceania,2024 May,828
regin,GTM,Africa,2024 May,149
regin,GTM,Brazil,2024 May,1349
regin,GTM,Canada,2024 May,2764
regin,GTM,Colombia,2024 May,5275
regin,GTM,Cuba,2024 May,171
regin,GTM,Dominican Republic,2024 May,739
regin,GTM,Ecuador,2024 May,1083
regin,GTM,Guatemala,2024 May,199340
regin,GTM,Honduras,2024 May,28220
regin,GTM,Haiti,2024 May,19
regin,GTM,Mexico,2024 May,9368
regin,GTM,Nicaragua,2024 May,7836
regin,GTM,Panama,2024 May,1553
regin,GTM,El Salvador,2024 May,128639
regin,GTM,United States,2024 May,51759
regin,GTM,Bolivarian Republic of Venezuela,2024 May,638
regin,GTM,Unknown,2024 Jun,38
regin,GTM,Asia,2024 Jun,2868
regin,GTM,Europe,2024 Jun,8673
regin,GTM,Argentina,2024 Jun,966
regin,GTM,Other Americas,2024 Jun,19880
regin,GTM,Oceania,2024 Jun,684
regin,GTM,Africa,2024 Jun,88
regin,GTM,Brazil,2024 Jun,1612
regin,GTM,Canada,2024 Jun,1965
regin,GTM,Colombia,2024 Jun,4863
regin,GTM,Cuba,2024 Jun,156
regin,GTM,Dominican Republic,2024 Jun,881
regin,GTM,Ecuador,2024 Jun,1512
regin,GTM,Guatemala,2024 Jun,208856
regin,GTM,Honduras,2024 Jun,26486
regin,GTM,Haiti,2024 Jun,39
regin,GTM,Mexico,2024 Jun,10270
regin,GTM,Nicaragua,2024 Jun,6928
regin,GTM,Panama,2024 Jun,1580
regin,GTM,El Salvador,2024 Jun,106156
regin,GTM,United States,2024 Jun,71472
regin,GTM,Bolivarian Republic of Venezuela,2024 Jun,637
regin,GTM,Unknown,2024 Jul,63
regin,GTM,Europe,2024 Jul,13937
regin,GTM,Asia,2024 Jul,3235
regin,GTM,Argentina,2024 Jul,1087
regin,GTM,Other Americas,2024 Jul,23038
regin,GTM,Oceania,2024 Jul,707
regin,GTM,Africa,2024 Jul,122
regin,GTM,Brazil,2024 Jul,1090
regin,GTM,Canada,2024 Jul,2437
regin,GTM,Colombia,2024 Jul,5271
regin,GTM,Cuba,2024 Jul,151
regin,GTM,Dominican Republic,2024 Jul,621
regin,GTM,Ecuador,2024 Jul,1017
regin,GTM,Guatemala,2024 Jul,213290
regin,GTM,Honduras,2024 Jul,29445
regin,GTM,Haiti,2024 Jul,34
regin,GTM,Mexico,2024 Jul,11623
regin,GTM,Nicaragua,2024 Jul,7221
regin,GTM,Panama,2024 Jul,1638
regin,GTM,El Salvador,2024 Jul,123567
regin,GTM,United States,2024 Jul,71625
regin,GTM,Bolivarian Republic of Venezuela,2024 Jul,607
regin,GTM,Unknown,2024 Aug,39
regin,GTM,Asia,2024 Aug,3365
regin,GTM,Europe,2024 Aug,14944
regin,GTM,Argentina,2024 Aug,971
regin,GTM,Oceania,2024 Aug,576
regin,GTM,Africa,2024 Aug,126
regin,GTM,Other Americas,2024 Aug,21425
regin,GTM,Brazil,2024 Aug,1019
regin,GTM,Canada,2024 Aug,2381
regin,GTM,Colombia,2024 Aug,5387
regin,GTM,Cuba,2024 Aug,126
regin,GTM,Dominican Republic,2024 Aug,612
regin,GTM,Ecuador,2024 Aug,986
regin,GTM,Guatemala,2024 Aug,203924
regin,GTM,Honduras,2024 Aug,28770
regin,GTM,Haiti,2024 Aug,28
regin,GTM,Mexico,2024 Aug,10557
regin,GTM,Nicaragua,2024 Aug,6830
regin,GTM,Panama,2024 Aug,1590
regin,GTM,El Salvador,2024 Aug,165291
regin,GTM,United States,2024 Aug,51113
regin,GTM,Bolivarian Republic of Venezuela,2024 Aug,594
regin,GTM,Unknown,2024 Sep,44
regin,GTM,Europe,2024 Sep,8171
regin,GTM,Asia,2024 Sep,3282
regin,GTM,Argentina,2024 Sep,903
regin,GTM,Other Americas,2024 Sep,17606
regin,GTM,Oceania,2024 Sep,695
regin,GTM,Africa,2024 Sep,115
regin,GTM,Brazil,2024 Sep,991
regin,GTM,Canada,2024 Sep,1569
regin,GTM,Colombia,2024 Sep,5103
regin,GTM,Cuba,2024 Sep,158
regin,GTM,Dominican Republic,2024 Sep,704
regin,GTM,Ecuador,2024 Sep,1107
regin,GTM,Guatemala,2024 Sep,201550
regin,GTM,Honduras,2024 Sep,28279
regin,GTM,Haiti,2024 Sep,20
regin,GTM,Mexico,2024 Sep,9222
regin,GTM,Nicaragua,2024 Sep,6904
regin,GTM,Panama,2024 Sep,1774
regin,GTM,El Salvador,2024 Sep,124009
regin,GTM,United States,2024 Sep,32924
regin,GTM,Bolivarian Republic of Venezuela,2024 Sep,570
regin,GTM,Unknown,2024 Oct,48
regin,GTM,Asia,2024 Oct,3081
regin,GTM,Africa,2024 Oct,138
regin,GTM,Europe,2024 Oct,12710
regin,GTM,Argentina,2024 Oct,948
regin,GTM,Oceania,2024 Oct,770
regin,GTM,Other Americas,2024 Oct,17989
regin,GTM,Brazil,2024 Oct,1126
regin,GTM,Canada,2024 Oct,2775
regin,GTM,Colombia,2024 Oct,5601
regin,GTM,Cuba,2024 Oct,190
regin,GTM,Dominican Republic,2024 Oct,731
regin,GTM,Ecuador,2024 Oct,1149
regin,GTM,Guatemala,2024 Oct,211279
regin,GTM,Honduras,2024 Oct,36223
regin,GTM,Haiti,2024 Oct,20
regin,GTM,Mexico,2024 Oct,9049
regin,GTM,Nicaragua,2024 Oct,7142
regin,GTM,Panama,2024 Oct,1857
regin,GTM,El Salvador,2024 Oct,133463
regin,GTM,United States,2024 Oct,39747
regin,GTM,Bolivarian Republic of Venezuela,2024 Oct,594
regin,GTM,Unknown,2024 Nov,43
regin,GTM,Asia,2024 Nov,3799
regin,GTM,Europe,2024 Nov,20479
regin,GTM,Argentina,2024 Nov,1097
regin,GTM,Other Americas,2024 Nov,18152
regin,GTM,Oceania,2024 Nov,1070
regin,GTM,Brazil,2024 Nov,1553
regin,GTM,Africa,2024 Nov,138
regin,GTM,Canada,2024 Nov,4059
regin,GTM,Colombia,2024 Nov,5808
regin,GTM,Cuba,2024 Nov,276
regin,GTM,Dominican Republic,2024 Nov,821
regin,GTM,Ecuador,2024 Nov,1021
regin,GTM,Guatemala,2024 Nov,235617
regin,GTM,Honduras,2024 Nov,29189
regin,GTM,Haiti,2024 Nov,15
regin,GTM,Mexico,2024 Nov,11174
regin,GTM,Nicaragua,2024 Nov,7184
regin,GTM,Panama,2024 Nov,2053
regin,GTM,El Salvador,2024 Nov,165988
regin,GTM,United States,2024 Nov,49310
regin,GTM,Bolivarian Republic of Venezuela,2024 Nov,718
regin,GTM,Unknown,2024 Dec,29
regin,GTM,Asia,2024 Dec,4013
regin,GTM,Africa,2024 Dec,150
regin,GTM,Europe,2024 Dec,17281
regin,GTM,Argentina,2024 Dec,920
regin,GTM,Other Americas,2024 Dec,24848
regin,GTM,Oceania,2024 Dec,1231
regin,GTM,Brazil,2024 Dec,1177
regin,GTM,Canada,2024 Dec,4178
regin,GTM,Colombia,2024 Dec,5483
regin,GTM,Cuba,2024 Dec,266
regin,GTM,Dominican Republic,2024 Dec,566
regin,GTM,Ecuador,2024 Dec,849
regin,GTM,Guatemala,2024 Dec,295009
regin,GTM,Honduras,2024 Dec,30319
regin,GTM,Haiti,2024 Dec,21
regin,GTM,Mexico,2024 Dec,12590
regin,GTM,Nicaragua,2024 Dec,7787
regin,GTM,Panama,2024 Dec,1575
regin,GTM,El Salvador,2024 Dec,203845
regin,GTM,United States,2024 Dec,72330
regin,GTM,Bolivarian Republic of Venezuela,2024 Dec,548
regin,ARG,Unknown,2024 Jul,18912
regin,ARG,Asia,2024 Jul,15890
regin,ARG,Africa,2024 Jul,4539
regin,ARG,Europe,2024 Jul,44738
regin,ARG,Other Americas,2024 Jul,786645
regin,ARG,Oceania,2024 Jul,1991
regin,ARG,Brazil,2024 Jul,543048
regin,ARG,Canada,2024 Jul,2272
regin,ARG,Colombia,2024 Jul,15823
regin,ARG,Cuba,2024 Jul,229
regin,ARG,Dominican Republic,2024 Jul,479
regin,ARG,Ecuador,2024 Jul,7995
regin,ARG,Guatemala,2024 Jul,812
regin,ARG,Honduras,2024 Jul,446
regin,ARG,Haiti,2024 Jul,113
regin,ARG,Mexico,2024 Jul,12550
regin,ARG,Nicaragua,2024 Jul,139
regin,ARG,Panama,2024 Jul,1325
regin,ARG,El Salvador,2024 Jul,557
regin,ARG,United States,2024 Jul,28693
regin,ARG,Bolivarian Republic of Venezuela,2024 Jul,11657
regin,ARG,Unknown,2024 Aug,17644
regin,ARG,Asia,2024 Aug,14888
regin,ARG,Africa,2024 Aug,4546
regin,ARG,Europe,2024 Aug,56128
regin,ARG,Other Americas,2024 Aug,725961
regin,ARG,Oceania,2024 Aug,2140
regin,ARG,Brazil,2024 Aug,448303
regin,ARG,Canada,2024 Aug,2385
regin,ARG,Colombia,2024 Aug,16776
regin,ARG,Cuba,2024 Aug,281
regin,ARG,Dominican Republic,2024 Aug,608
regin,ARG,Ecuador,2024 Aug,11213
regin,ARG,Guatemala,2024 Aug,964
regin,ARG,Honduras,2024 Aug,531
regin,ARG,Haiti,2024 Aug,126
regin,ARG,Mexico,2024 Aug,12722
regin,ARG,Nicaragua,2024 Aug,159
regin,ARG,Panama,2024 Aug,1331
regin,ARG,El Salvador,2024 Aug,958
regin,ARG,United States,2024 Aug,26971
regin,ARG,Bolivarian Republic of Venezuela,2024 Aug,11717
regin,ARG,Unknown,2024 Sep,17318
regin,ARG,Asia,2024 Sep,16779
regin,ARG,Africa,2024 Sep,5579
regin,ARG,Europe,2024 Sep,44330
regin,ARG,Other Americas,2024 Sep,758988
regin,ARG,Oceania,2024 Sep,3451
regin,ARG,Brazil,2024 Sep,398107
regin,ARG,Canada,2024 Sep,2502
regin,ARG,Colombia,2024 Sep,17863
regin,ARG,Cuba,2024 Sep,332
regin,ARG,Dominican Republic,2024 Sep,655
regin,ARG,Ecuador,2024 Sep,8411
regin,ARG,Guatemala,2024 Sep,1248
regin,ARG,Honduras,2024 Sep,763
regin,ARG,Haiti,2024 Sep,137
regin,ARG,Mexico,2024 Sep,12478
regin,ARG,Nicaragua,2024 Sep,205
regin,ARG,Panama,2024 Sep,1601
regin,ARG,El Salvador,2024 Sep,900
regin,ARG,United States,2024 Sep,24752
regin,ARG,Bolivarian Republic of Venezuela,2024 Sep,16115
regin,ARG,Unknown,2024 Oct,17260
regin,ARG,Asia,2024 Oct,20738
regin,ARG,Africa,2024 Oct,9151
regin,ARG,Europe,2024 Oct,69027
regin,ARG,Other Americas,2024 Oct,705072
